railroad,symbol,yard,kind,block,next_train,members,resolved,yard_ids,unresolved
UP,NLAS%-##,North Little Rock,leaving,Avon,ALS YAS101,CSX Region A/E,region:CSX:A region:CSX:E,1920|2621|3424,
UP,NLAS%-##,North Little Rock,leaving,Avon Autos,ALS YAS101,Autoracks for CSX Midwest/Northeast,class:auto,1920|2621|3424,CSX Midwest/Northeast
UP,NLAS%-##,North Little Rock,leaving,Proviso,,Overflow MNLCH Proviso,ref:MNLCH:Proviso,1920|2621|3424,
UP,NLAS%-##,North Little Rock,leaving,ALS,,"St. Louis local cars, ALS, West Labadie, Villa Grove, DREI, COER, TPW, Overflow MNLCH BRC/Yard Center",id:1120 rr:ALS id:1867 id:2811 rr:DREI rr:COER rr:TPW ref:MNLCH:BRC/Yard_Center,1920|2621|3424,
UP,NLAS%-##,North Little Rock,leaving,ALS Autos,,North/East autos for sorting at Gateway,class:auto,1920|2621|3424,North/East autos for sorting at Gateway
UP,NVNL%-##,Sargent Yard,leaving,Marion,,"All intermodal, Marion Autos",class:im id:1180 id:1448 id:1705 class:auto,1446,All
UP,NVNL%-##,Sargent Yard,leaving,NLR,,All outbound manifest not interchanging in Memphis,,1446,
UP,LIEW%-##,"Livonia, with IM grouped by destination in each block",leaving,Houston,,"Houston, Laredo, San Antonio, Eagle Pass, Laredo CPKC, BNSF/CPKC Laredo, Kendleton, Port Arthur BNSF",id:1372 id:1374 id:1378 id:1383 id:1460 id:1812 id:1878 id:1879 id:1880 id:1935 id:1936 id:1937 id:2050 id:2239 id:2242 id:3118 id:3119 id:3432 id:1608 id:2050 id:2557 id:2217,,BNSF/CPKC Laredo
UP,LIEW%-##,"Livonia, with IM grouped by destination in each block",leaving,Terminal Island IM,,"Terminal Island ITCF, Long Beach Hanjin, APM Pier 400, Global South",id:1146 id:3098 id:1149 id:3101 id:1152 id:1163 id:3099,,
UP,LIEW%-##,"Livonia, with IM grouped by destination in each block",leaving,Long Beach IM,,"Long Beach ITF, Long Beach Container Terminal, Long Beach Pacific Container Terminal, Long Beach Pier A",id:2515 id:3094 id:2516 id:3092 id:2514 id:3093 id:2517 id:3091,,
UP,LIEW%-##,"Livonia, with IM grouped by destination in each block",leaving,LA Harbor IM,,"TRAPAC [TriPac], West Basin",id:3104 id:3102 id:3103,,
UP,LIEW%-##,"Livonia, with IM grouped by destination in each block",leaving,Dolores ICTF IM,,,id:1001 class:im,,
UP,CLPE-##,Cedar Rapids,leaving,Peoria,,"TZPR, IMRR, TPW, KJRY",rr:TZPR rr:IMRR rr:TPW rr:KJRY,1134|1753,
UP,PECL-##,Pekin,leaving,North Platte,MCHNP,"North Platte, Sidney UP, MT, WY, CO, UT, ID, OR, WA, CA, NV",id:1683 id:1199 st:MT st:WY not:RCPE st:CO st:UT st:ID st:OR st:WA st:CA st:NV,1509|2092|2093,
UP,PECL-##,Pekin,leaving,Marshalltown,MPRMT,"IA, AZ, NM, KS, TX, Kansas City MO, Lees Summit MO, Limedale UP/CPKC AR, Batesville AR, Magness AR, Springfield UP MO, Aurora MO, Carthage MO, Webb City MO",st:IA st:AZ st:NM st:KS st:TX id:1059 id:1214 id:1218 id:1227 id:1301 id:1817 id:2011 id:2192 id:2193 id:2194 id:2195 id:2196 id:3354 id:3493 id:3496 id:2869 id:2870 id:2867 id:2868,1509|2092|2093,Limedale UP/CPKC AR; Springfield UP MO
UP,PECL-##,Pekin,leaving,Proviso,MMTPR,"IL, CPKC/CSX/NS/CN traffic from UP, IHB, BRC, SCIH, CSS, KBSR, Villa Grove, DREI, COER",st:IL rr:IHB rr:BRC rr:SCIH rr:CSS rr:KBSR id:2811 rr:DREI rr:COER,1509|2092|2093,CPKC/CSX/NS/CN traffic from UP
UP,PECL-##,Pekin,leaving,ALS,,"St Louis UP, MER, TRRA, ALS, MO, AR, LA, Waskom TX, Tenaha UP TX",id:1004 id:1277 id:1562 id:1736 id:2045 id:2174 id:2391 id:3617 rr:MER rr:TRRA rr:ALS st:MO st:AR st:LA id:2399 id:2394,1509|2092|2093,
UP,PECL-##,Pekin,leaving,Clinton,,"Clinton, CIC, Cedar Rapids Beverly, Shell Rock, Osage Subdivision, Armour, Waterloo Bryant Yard, Oelwein, Forest City, IATR, All other UP-bound traffic for sorting at Clinton",id:2873 id:3689 rr:CIC id:1753 id:2077 id:2650 id:1737 id:2651 id:2078 id:3071 rr:IATR catchall,1509|2092|2093,
UP,NOEWB%-##,Oliver,leaving,Interchange Englewood,,"Houston, San Antonio, Port Laredo, Mexico Laredo UP, Eagle Pass UP, Mexico Eagle Pass UP",id:1372 id:1374 id:1378 id:1383 id:1460 id:1812 id:1878 id:1879 id:1880 id:1935 id:1936 id:1937 id:2239 id:2242 id:3118 id:3119 id:3432 id:1285 id:2482 id:1608 id:2447,1426,
UP,NOEWB%-##,Avondale,added at,Englewood,,"Houston, San Antonio, Laredo, CA, Eagle Pass, Mexico Eagle Pass Interchange UP",id:1372 id:1374 id:1378 id:1383 id:1460 id:1812 id:1878 id:1879 id:1880 id:1935 id:1936 id:1937 id:2239 id:2242 id:3118 id:3119 id:3432 id:2050 st:CA id:1608 id:2447,3533,
UP,TTPB%-##,Salem,leaving,CN NL,,AR/LA/TX,st:AR st:LA st:TX,1892,
UP,TTPB%-##,Salem,leaving,UP Pine Bluff,,"overflow MSMAS/MNLCH, All other outbound UP manifest traffic",catchall catchall,1892,
UP,PTLV%-##,Lake,leaving,Longview Junction,,Kalama UP,id:2617,2602|3147|3277|3278,
UP,PTLV%-##,Lake,leaving,LVSW,,"Longview, CLC",id:1044 id:2208 id:2733 id:2734 id:2735 id:3154 id:3645 id:3725 rr:CLC,2602|3147|3277|3278,
UP,PTLV%-##,Lake,leaving,PSAP,LIC55,All PSAP traffic,,2602|3147|3277|3278,All PSAP traffic
UP,FWDN-##,Davidson,leaving,Denison,,"Denison, OK, KRR, Muskogee, Coffeyville UP/SKOL, Pittsburg SKOL",id:2841 st:OK rr:KRR id:1231 id:2110 id:2831 id:2832 rr:SKOL:KS,2973,
UP,LICN-##,Baton Rouge CN,leaving,Port Allen CN,,Port Allen CN ONLY,id:3231,1931,
UP,LICN-##,Baton Rouge CN,leaving,Englewood,,"Houston, Laredo, Eagle Pass, San Antonio",id:1372 id:1374 id:1378 id:1383 id:1460 id:1812 id:1878 id:1879 id:1880 id:1935 id:1936 id:1937 id:2050 id:1608 id:2239 id:2242 id:3118 id:3119 id:3432,1931,
UP,LICN-##,Baton Rouge CN,leaving,Livonia,,everything else UP,catchall,1931,
UP,LICN-##,Livonia,leaving,CN Baton Rouge,,"Baton Rouge CN, Baton Rouge Mayland, GOGR",id:1931 rr:GOGR,1959|3833,Baton Rouge Mayland
UP,LICN-##,Livonia,leaving,CN Geismar,,"Geismar CN service area, Reserve CN",id:1695 id:2012,1959|3833,
UP,LICN-##,Port Allen,created at,Port Allen CN Outbounds,,All outbound traffic from Port Allen CN regardless of destination,,1678,
UP,NLNP%-##,North Little Rock,leaving,North Platte,,"OR, WA, CA, ID, WY, CO, UT, NV, MT, North Platte, Sidney, Alliance NE, Bridgeport",st:OR st:WA st:CA st:ID st:WY not:RCPE st:CO st:UT st:NV st:MT id:1683 id:1199 id:2074 id:1356 id:1184,1920|2621|3424,
UP,NLNP%-##,North Little Rock,leaving,North Platte Autos,,,id:1683 class:auto,1920|2621|3424,
UP,BFNPS%-##,Westvaco,leaving,Green River,,All outbound traffic not for North Platte,,1875,
UP,BFNPS%-##,Westvaco,leaving,North Platte,,"NE, IA, ND, SD, MN, WI, IL, MO, KS, OK, AR, TX, LA, All CP, All CN, All NS, All CSX",st:NE st:IA st:ND st:SD st:MN st:WI st:IL st:MO st:KS st:OK st:AR st:TX st:LA all:CP all:CN all:NS all:CSX,1875,
UP,BFNPS%-##,Green River,added at,North Platte Empty Autos,,Empty autoracks for destinations in the North Platte block,class:auto,1393,Empty autoracks for destinations in the North Platte block
UP,LINL-##,Livonia,leaving,NLR,,"DQE, AR, OK, IL, MO, KS, CO, UT, NV, IA, NE, WY, ID, OR, WA, MT, ND, SD, MN, WI, UP TN, BNSF TN/MS/AL, CSX Regions A/C/E, BNSF TN/MS/AL, CN TN/MS/AL, CPKC IL/KS/MO/IA, All CN except LA",rr:DQE st:AR st:OK st:IL st:MO st:KS st:CO st:UT st:NV st:IA st:NE st:WY not:RCPE st:ID st:OR st:WA st:MT st:ND st:SD st:MN st:WI rr:UP:TN rr:BNSF:TN/MS/AL region:CSX:A region:CSX:C region:CSX:E rr:BNSF:TN/MS/AL rr:CN:TN/MS/AL rr:CPKC:IL/KS/MO/IA all:CN not:CN:LA,1959|3833,
UP,RENL-##,Reisor,leaving,Texarkana,,"Texarkana UP/CPKC, S Texarkana, TNER, Queen City UP/CPKC, Mt Pleasant TX",id:1251 id:1729 id:3670 rr:TNER id:3673 id:3674 id:3675,2398,
UP,RENL-##,Reisor,leaving,NLR,,"DQE, AR, LA, KS, MO, IA, SD, ND, MN, WI, IL, IN, NE, CO, UT, OR, WA, ID, MT, All CP, CSX Regions A/C/E, BNSF TN/MS/AL, All CN except LA, Tenaha UP",rr:DQE st:AR st:LA st:KS st:MO st:IA st:SD st:ND st:MN st:WI st:IL st:IN st:NE st:CO st:UT st:OR st:WA st:ID st:MT all:CP region:CSX:A region:CSX:C region:CSX:E rr:BNSF:TN/MS/AL all:CN not:CN:LA id:2394,2398,
UP,RENL-##,Reisor,leaving,TRRA,,"All TRRA yards, All NS except Region B3",all:NS not:region:NS:B3,2398,All TRRA yards
UP,RENL-##,Texarkana UP,added at,Little Rock,,"All NS, All CSX, Combined NLR+TRRA block for sorting at North Little Rock",all:NS all:CSX,1251|1729,Combined NLR+TRRA block for sorting at North Little Rock
UP,LIGN-##,Livonia,leaving,CSX New Orleans,,CSX AL/MS,rr:CSX:AL/MS,1959|3833,
UP,LIGN-##,Livonia,leaving,CSX,,Overflow MLIWX,catchall,1959|3833,
UP,LINSB-##,Livonia,leaving,Birmingham Norris NS,run through on NS 344,"NS Regions B1/B2/B3, overflow MLINSL",region:NS:B1 region:NS:B2 region:NS:B3 catchall,1959|3833,
UP,LINSL-##,Livonia,leaving,"Chattanooga NS (NS Regions A1, D1, D2) - No Taylor/DL",,,,1959|3833,"Chattanooga NS (NS Regions A1, D1, D2) - No Taylor/DL"
UP,LINSL-##,Livonia,leaving,Austell IM,,,id:1244 class:im,1959|3833,
UP,TUPX-##,Tuscon,leaving,Phoenix,,"All Phoenix traffic, BNSF AZ",rr:BNSF:AZ,,All Phoenix traffic
UP,TUPX-##,Tuscon,leaving,Phoenix Autos,,Autoracks for Phoenix,id:1345 id:1536 id:1537 id:1565 id:2707 class:auto,,
UP,PDOG%-##,Albina,leaving,Hinkle,,Overflow MRVHK Albina Hinkle,ref:MRVHK:Albina_Hinkle,1302,
UP,PDOG%-##,Albina,leaving,CPKC Interchange,MHKET,Overflow MRVHK CPKC Interchange,ref:MRVHK:CPKC_Interchange,1302,
UP,PDOG%-##,Albina,leaving,Green River,MHKGR,Overflow MRVHK Green River,ref:MRVHK:Green_River,1302,
UP,PDOG%-##,Albina,leaving,Ogden,,"UT, overflow CA/NV",st:UT catchall,1302,
UP,PDOG%-##,Albina,leaving,Roper Yard,,"Salt Lake City, UTAH RR",id:1009 id:1325 id:2361 id:2362 id:3755 rr:UTAH,1302,
UP,SEPD%-##,Argo,leaving,North Platte,,MPDNP North Platte blocks,ref:MPDNP:North_Platte,,
UP,SEPD%-##,Argo,leaving,Roseville,,MPDRV Roseville block,ref:MPDRV:Roseville,,
UP,SEPD%-##,Argo,leaving,Albina,,All other destinations for sorting at Albina yard,catchall,,
UP,FRRV-##,Fresno,leaving,Stockton,,Overflow MFRSP Stockton block,ref:MFRSP:Stockton,1021|1201|2321,
UP,FRRV-##,Fresno,leaving,Roseville,,"All other Northern California, OR, ID, WA, UT, NV, WY, CO, MT, Dore ND, CN BC/AB/SK, CPKC Canda Thunder Bay Westward, CPKC WI/ND/MN",catchall st:OR st:ID st:WA st:UT st:NV st:WY not:RCPE st:CO st:MT id:2230 rr:CN:BC/AB/SK region:CPKC:3 region:CPKC:4 region:CPKC:5 region:CPKC:6 rr:CPKC:WI/ND/MN,1021|1201|2321,
UP,FRRV-##,Fresno,leaving,North Platte,,Overflow MFRSP North Platte block,ref:MFRSP:North_Platte,1021|1201|2321,
UP,FRRV-##,Fresno,leaving,North Platte Loaded Autos,,Loaded autoracks for desinations in the North Platte block,class:auto,1021|1201|2321,desinations in the North Platte block
UP,FRRV-##,Stockton,added at,Stockton Roseville,,All outbound traffic not for North Platte,,1353|1354|2377|2934,
UP,SPFW%-##,Spring,leaving,Hearne,,"Hearne, Benchley, Bryan, Easterly",id:2033 id:2553 id:2554 id:2555,2531,
UP,SPFW%-##,Spring,leaving,Ft Worth,,"Dallas/Ft. Worth/Arlington, AZ, NM, El Paso, Amarillo, CA South of Stockton/Watsonville Jct, OK, KS, IA, Welcome MN, Winnebago MN, Fairmount MN, overflow MHOCBB traffic",id:1795 id:1797 id:1846 id:1938 id:3748 id:1023 id:1847 id:1888 id:1904 id:3248 id:3249 id:3250 id:3251 id:3252 id:3532 id:3535 id:2630 id:3029 st:AZ st:NM id:1779 id:1799 id:2099 id:1394 id:1443 id:1716 id:2632 id:2633 id:3126 id:3127 id:3128 id:3129 st:OK st:KS st:IA id:2185 id:2186 id:2187 id:1660 ref:MHOCBB:traffic,2531,CA South of Stockton/Watsonville Jct
UP,SPFW%-##,Tower 55,added at,Tower Ft Worth,,overflow YFW63/82 outbound traffic,catchall,1023|1847,
UP,EWPT-##,Englewood,leaving,Pasadena,,"Houston Pasadena, Houston Deer Park",id:2529 id:3334 id:3343 id:3351,1372|3784,
UP,PTEW-##,Pasadena Yard,leaving,Englewood,,All outbound traffic for UP not covered by other trains,,2529|3334|3343,
UP,PTEW-##,Pasadena Yard,leaving,Settegast,,Overflow MPTHO,catchall,2529|3334|3343,
UP,NOEW-##,Gentilly Yard,leaving,Interchange Englewood,,"Houston, San Antonio, Port Laredo, Mexico Laredo UP, Eagle Pass UP, Mexico Eagle Pass UP",id:1372 id:1374 id:1378 id:1383 id:1460 id:1812 id:1878 id:1879 id:1880 id:1935 id:1936 id:1937 id:2239 id:2242 id:3118 id:3119 id:3432 id:1285 id:2482 id:1608 id:2447,1425,
UP,NOEW-##,Avondale,added at,Englewood,,"Houston, San Antonio, Laredo, CA, Eagle Pass, Mexico Eagle Pass Interchange UP",id:1372 id:1374 id:1378 id:1383 id:1460 id:1812 id:1878 id:1879 id:1880 id:1935 id:1936 id:1937 id:2239 id:2242 id:3118 id:3119 id:3432 id:2050 st:CA id:1608 id:2447,3533,
UP,NOLIB%-##,Gentilly Yard,leaving,Interchange Livonia,,misc traffic from NS for sorting,,1425,misc traffic from NS for sorting
UP,NOLIB%-##,Avondale,added at,Livonia,MLINL,"LA, TX, NM, AZ, AR, OK, KS, IA, MN, IL, KS, MO, OR, ID, WA, MT, NE, WI, MN, ND, SD, CO, UT, NS Regions A2/A3/C1/C2/C3, CSX Regions A/C/E, BNSF TN/MS/AL,  CPKC Regions 1/2/3/4/5/6, DMVW. RRVW, All CN except LA",st:LA st:TX st:NM st:AZ st:AR st:OK st:KS st:IA st:MN st:IL st:KS st:MO st:OR st:ID st:WA st:MT st:NE st:WI st:MN st:ND st:SD st:CO st:UT region:NS:A2 region:NS:A3 region:NS:C1 region:NS:C2 region:NS:C3 region:CSX:A region:CSX:C region:CSX:E rr:BNSF:TN/MS/AL region:CPKC:1 region:CPKC:2 region:CPKC:3 region:CPKC:4 region:CPKC:5 region:CPKC:6 rr:DMVW rr:RRVW all:CN not:CN:LA,3533,
UP,NOLIB%-##,Avondale,added at,Houston IM,MLIEW,Englewood/Settegast,id:1372 id:3784 id:3480,3533,
UP,NOLIB%-##,Avondale,added at,"LA Basin IM, grouped by destination",MLIEW,"Dolores ICTF, TRAPAC [TriPac], West Basin, Terminal Island ITCF, Long Beach Hanjin, APM, Pier 400, Global South, Long Beach ITF, Long Beach Pacific Container Terminal, Long Beach Pier A",id:1001 id:3104 id:3102 id:3103 id:1146 id:3098 id:1149 id:3101 id:1152 id:1152 id:1163 id:3099 id:2515 id:3094 id:2514 id:3093 id:2517 id:3091,3533,
UP,NOLIB%-##,Avondale,added at,Houston,,Overflow MNOEW Englewood,ref:MNOEW:Englewood,3533,
UP,DUDU%-##,Dupo,leaving,Lesperance,,"St Louis Lesperance, St Louis Miller, West Labadie, Meramec",id:2045 id:2391 id:1867,1578,Meramec
UP,DUDU%-##,Dupo,leaving,North Platte,,"North Platte, Sidney UP, WY [No RCPE], CO, MT, UT, OR, ID, WA, CA",id:1683 id:1199 st:WY not:RCPE st:CO st:MT st:UT st:OR st:ID st:WA st:CA,1578,
UP,DUDU%-##,Dupo,leaving,North Platte Autos,,Autoracks for destinations in the north Platte block,ref:MSSNP:North_Platte class:auto,1578,
UP,OAOA-##,Oakland,leaving,Warm Springs,,"Warm Springs, Permanente, Newark",id:1789 id:2534 id:1352,3767,
UP,OAOA-##,Oakland,leaving,San Jose,,"San Jose, Watsonville, Watsonville Jct, Hollister, Salinas, Redwood City",id:2536 id:2608 id:1790 id:2600 id:2601 id:2535,3767,
UP,OAOA-##,Oakland,leaving,Milpitas,,"Milpitas, North San Jose",id:1213 id:3163,3767,
UP,OAOA-##,Milpitas,leaving,Oakland,,"Oakland, Richmond RPRC",id:1566 id:2237 id:2293,1213,
UP,OAOA-##,Milpitas,leaving,Roseville,MOARV,MOARV Roseville,ref:MOARV:Roseville,1213,
UP,OAOA-##,Milpitas,leaving,West Colton,MOARV,MOARV West Colton,ref:MOARV:West_Colton,1213,
UP,OAOA-##,Milpitas,leaving,North Platte,MOARV,MOARV North Platte,ref:MOARV:North_Platte,1213,
UP,OAOA-##,Milpitas,leaving,Marion Autos,IOANP,Loaded autoracks for Marion,id:1180 id:1448 id:1705 class:auto,1213,
UP,OAOA-##,Milpitas,leaving,Empty Autoracks,,"Mostly Benicia, Mexico Nogales, Los Angeles Nissan UP, Long Beach Toyota UP",id:2489 id:3106 id:3096,1213,Mostly Benicia
UP,LILI-##,CPKC,leaving,Port Allen CPKC,LLD65,Port Allen CPKC ONLY,id:3232,,
UP,LILI-##,CPKC,leaving,Livonia,,All outbound UP manifest,,,
UP,LILI-##,Livonia,leaving,"KCS (CPKC Baton Rouge, D Line, Reserve CPKC, Geismar CPKC, Port Hudson) - No other destinations.",,,,1959|3833,"KCS (CPKC Baton Rouge, D Line, Reserve CPKC, Geismar CPKC, Port Hudson) - No other destinations"
UP,LILI-##,Port Allen,created at,Port Allen CPKC Outbounds,,All outbound traffic from Port Allen CPKC regardless of destination,,1678,
UP,CBSX-##,Council Buffs,leaving,Sioux City,,"Sioux City UP/BNSF/CN, Sargeant Bluff, RWRR, DAIR, EE, all BNSF SD traffic, overflow MNPVP",id:1351 id:2610 id:2611 id:2612 id:2613 id:2609 rr:RWRR rr:DAIR rr:EE catchall,,all BNSF SD traffic
UP,SXCB-##,Sioux City,leaving,BRC,,"CSX, BRC, CSS, CRL",rr:CSX rr:BRC rr:CSS rr:CRL,1351|2610|2611|2612|2613,
UP,SXCB-##,Sioux City,leaving,Valley Park,,"MN, RCPE",st:MN rr:RCPE,1351|2610|2611|2612|2613,
UP,SXCB-##,Sioux City,leaving,Englewood,MCBDM,MCBDM Englewood block,ref:MCBDM:Englewood,1351|2610|2611|2612|2613,
UP,SXCB-##,Sioux City,leaving,Council Bluffs,,"NE, IA, South St Paul, overflow North Platte, all other destinations not covered by other trains/blocks",st:NE st:IA id:1658 id:3274 id:4018 id:4019 catchall catchall,1351|2610|2611|2612|2613,
UP,CBNP-##,"Council Bluffs, with IM grouped by destination in each block",leaving,North Platte,,"North Platte, Sidney UP, OR, ID, WA, MT, CO, WY, UT, CA, NV",id:1683 id:1199 st:OR st:ID st:WA st:MT st:CO st:WY not:RCPE st:UT st:CA st:NV,,
UP,CBNP-##,"Council Bluffs, with IM grouped by destination in each block",leaving,Columbus,,"Grand Island, NCRC",id:2261 rr:NCRC,,
UP,CBNP-##,"Council Bluffs, with IM grouped by destination in each block",leaving,Seattle IM,MSSNP,"Pocatello, Portland Terminal 6 UP, Tacoma Washington United , Tacoma Container Terminal, Seattle Argo, Seattle Harbor Island",id:1843 id:2140 id:2711 id:3289 id:2712 id:1481 id:1538,,
UP,CBNP-##,"Council Bluffs, with IM grouped by destination in each block",leaving,LA Harbors IM,MSSNP,"Dolores/ICTF, Long Beach, Terminal Island, LA Harbor",id:1001 id:1014 id:1149 id:2514 id:2515 id:2516 id:2517 id:3090 id:3091 id:3092 id:3093 id:3094 id:3095 id:1389 id:3097 id:1103 id:1090,,
UP,EPST%-##,El Paso,leaving,Dallas St,,"El Paso Dallas St, Mexico El Paso BNSF, El Paso BNSF",id:1779 id:2486 id:2099,1779|1799|2099,
UP,EPST%-##,El Paso,leaving,Mexico,,Mexico El Paso UP,id:2487,1779|1799|2099,
UP,EPST%-##,El Paso,leaving,Global 4 IM,,,id:2183 class:im,1779|1799|2099,
UP,EPST%-##,El Paso,leaving,Outbound Mexico El Paso IM for sorting at Santa Teresa,,,class:im,1779|1799|2099,Outbound Mexico El Paso IM for sorting at Santa Teresa
UP,EPST%-##,El Paso,leaving,San Antonio TMMTX,ILBHO,Manifest for San Antonio TMMTX,,1779|1799|2099,Manifest for San Antonio TMMTX
UP,EPST%-##,El Paso,leaving,Santa Teresa,MHNPX,"Phoenix, Phoenix autoracks, BNSF AZ, Mexico Nogales IM",id:1345 id:1536 id:1537 id:1565 id:2707 id:1345 id:1536 id:1537 id:1565 id:2707 class:auto rr:BNSF:AZ id:2489 class:im,1779|1799|2099,
UP,EPST%-##,El Paso,leaving,Santa Teresa Industrial Park,,Sidings 1-5,,1779|1799|2099,Sidings 1-5
UP,EPST%-##,El Paso,leaving,Santa Teresa Verde Logistics Park,,Sidings 6-10,,1779|1799|2099,Sidings 6-10
UP,KSNPB-##,18th Street,leaving,North Platte,,"North Platte, Sidney UP, OR, ID, WA, MT, WY, CO, NV, CA, BNSF Gurley/Bridgeport/Alliance",id:1683 id:1199 st:OR st:ID st:WA st:MT st:WY not:RCPE st:CO st:NV st:CA,1229|2046,BNSF Gurley/Bridgeport/Alliance
UP,KSNPB-##,18th Street,leaving,North Platte Autos,,Autoracks for above areas,class:auto,1229|2046,above areas
UP,BEBE%-##,Proviso,leaving,West Chicago,,"West Chicago UP/CN, Belvidere, St Charles",id:2028 id:2029 id:2451 id:2558 id:2559,1595,
UP,NOLI-OLD-##,Oliver Yard,leaving,Interchange Livonia,,misc traffic from NS for sorting,,1426,misc traffic from NS for sorting
UP,NOLI-OLD-##,Avondale,added at,Livonia,MLINL,"LA, TX, NM, AZ, AR, OK, KS, IA, MN, IL, KS, MO, OR, ID, WA, MT, NE, WI, MN, ND, SD, CO, UT, NS Regions A2/A3/C1/C2/C3, CSX Regions A/C/E, BNSF TN/MS/AL,  CPKC Regions 1/2/3/4/5/6, DMVW. RRVW, All CN except LA",st:LA st:TX st:NM st:AZ st:AR st:OK st:KS st:IA st:MN st:IL st:KS st:MO st:OR st:ID st:WA st:MT st:NE st:WI st:MN st:ND st:SD st:CO st:UT region:NS:A2 region:NS:A3 region:NS:C1 region:NS:C2 region:NS:C3 region:CSX:A region:CSX:C region:CSX:E rr:BNSF:TN/MS/AL region:CPKC:1 region:CPKC:2 region:CPKC:3 region:CPKC:4 region:CPKC:5 region:CPKC:6 rr:DMVW rr:RRVW all:CN not:CN:LA,3533,
UP,NOLI-OLD-##,Avondale,added at,Houston IM,MLIEW,Englewood/Settegast,id:1372 id:3784 id:3480,3533,
UP,NOLI-OLD-##,Avondale,added at,"LA Basin IM, grouped by destination",MLIEW,"Dolores ICTF, TRAPAC [TriPac], West Basin, Terminal Island TICTF, Long Beach Pier T, Pier 400, Global South, Long Beach ITS, Long Beach Pacific Container Terminal, Long Beach Terminal A",id:1001 id:3104 id:3102 id:3103 id:1149 id:3101 id:1152 id:1163 id:3099 id:2515 id:3094 id:2514 id:3093 id:2517 id:3091,3533,Terminal Island TICTF
UP,NOLI-OLD-##,Avondale,added at,Houston,,Overflow MNOEW Englewood,ref:MNOEW:Englewood,3533,
UP,LFRS%-##,Laughlin yard,leaving,Eagle Pass,,,id:1608,,
UP,LFRS%-##,Laughlin yard,leaving,FXE,,Mexico Egle Pass UP interchange,,,Mexico Egle Pass UP interchange
UP,DNFW-##,Denison,leaving,Ft Worth,,All traffic not covered by other blocks,,2841,
UP,PCNP-##,Pocatello,leaving,"North Platte (NE, IA, ND, SD, MN, WI, IL, MO, KS, OK, AR, TX, LA, CPKC Regions 1/2, CN MB Eastward, CN US, All NS, All CSX",,,,1843,"North Platte (NE, IA, ND, SD, MN, WI, IL, MO, KS, OK, AR, TX, LA, CPKC Regions 1/2, CN MB Eastward, CN US, All NS, All CSX"
UP,PCNP-##,Pocatello,leaving,North Platte Empties,,Empty cars for destinations in the North Platte Loads block,,1843,Empty cars for destinations in the North Platte Loads block
UP,GRHK-##,Green River,leaving,Pocatello,,"Pocatello, Conda, Blackfoot, Collins, Aberdeen ID",id:1843 id:2779 id:2885 id:2886 id:2887,1393,
UP,GRHK-##,Green River,leaving,I-5 Corridor,MOGPD,I-5 Corridor block from MNYGR - do not add/remove from this block,,1393,I-5 Corridor block from MNYGR - do not add/remove from this block
UP,GRHK-##,Green River,leaving,Hinkle,,"Spokane, BNSF Eastern WA, Vancouver WA, Kalama WA, Seattle/Tacoma",id:1741 id:1742 id:1743 id:1876 id:2202 id:2212 id:3179 id:3646 id:1702 id:3056 id:1712 id:3059 id:1853 id:2617 id:1481 id:1538 id:1803 id:2008 id:1502 id:1503 id:1554 id:1555 id:2626 id:2710 id:2711 id:2712 id:2714 id:3286 id:3287 id:3288,1393,BNSF Eastern WA
UP,GRHK-##,Green River,leaving,Albina,,"Portland, Salem, Eugene, PNWR, AERC, OPR, LVSW, PSAP, CLC, Loaded BNSF OR",id:1302 id:1866 id:1868 id:1877 id:2137 id:2138 id:2140 id:2141 id:2995 id:2996 id:3275 id:3276 id:1665 id:1820 id:1821 id:3846 id:3847 id:1024 id:1548 id:3919 id:3920 id:3921 rr:PNWR rr:AERC rr:OPR rr:LVSW rr:PSAP rr:CLC,1393,Loaded BNSF OR
UP,GRHK-##,Green River,leaving,CPKC Interchange,,CPKC Regions 5/6,region:CPKC:5 region:CPKC:6,1393,
UP,GRHK-##,Pocatello,added at,Pocatello CPKC,,CPKC Regions 3/4/5/6,region:CPKC:3 region:CPKC:4 region:CPKC:5 region:CPKC:6,1843,
UP,SMPB%-##,Salem,leaving,UP Pine Bluff,,"Pine Bluff, LA, overflow MTTNL Salem NLR",id:1081 id:3340 st:LA ref:MTTNL:Salem_NLR,1892,
UP,GJNY-##,Grand Junction,leaving,North Platte,,MNYNP North Platte block,ref:MNYNP:North_Platte,1332,
UP,GJNY-##,Grand Junction,leaving,Coal,,Non-unit train loose manifest coal cars,,1332,Non-unit train loose manifest coal cars
UP,GJNY-##,Grand Junction,leaving,North Yard,,All other destinations,catchall,1332,
