railroad,symbol,yard_id,yard,verb,block
NS,304-##,1091,Fostoria Blair Yard,pick up,Bellevue
NS,173-##,1043,Chattanooga Debutts Yard NS,set out,Chattanooga
NS,187-##,1082,Atlanta Inman Yard,set out,Doraville
NS,187-##,1082,Atlanta Inman Yard,set out,Alanta
NS,187-##,1082,Atlanta Inman Yard,pick up,Birmingham
NS,152-##,1912,Macon Brosnan Yard,set out,Macon
NS,152-##,1912,Macon Brosnan Yard,set out,Birmingham
NS,152-##,1912,Macon Brosnan Yard,pick up,Chattanooga
NS,191-##,1932,Augusta NS Yard,set out,Augusta
NS,191-##,1932,Augusta NS Yard,set out,Savannah
NS,191-##,1932,Augusta NS Yard,pick up,Chattanooga
NS,191-##,1932,Augusta NS Yard,pick up,Macon
NS,191-##,1932,Augusta NS Yard,pick up,Birmingham
NS,191-##,1912,Macon Brosnan Yard,set out,Chattanooga
NS,191-##,1912,Macon Brosnan Yard,set out,Macon
NS,191-##,1912,Macon Brosnan Yard,pick up,Birmingham Hazardous
NS,191-##,1912,Macon Brosnan Yard,pick up,Birmingham
NS,191-##,1912,Macon Brosnan Yard,pick up,Doraville
NS,191-##,1912,Macon Brosnan Yard,pick up,Atlanta
NS,191-##,1082,Atlanta Inman Yard,set out,Doraville
NS,191-##,1082,Atlanta Inman Yard,set out,Alanta
NS,191-##,1082,Atlanta Inman Yard,pick up,Birmingham
NS,172-##,1132,Georgetown Delaplain Yard,set out,Georgetown
NS,172-##,1380,Fort Wayne Piqua Yard,pick up,Detroit
NS,170-##,1056,Danville,set out,Georgetown
NS,170-##,1056,Danville,set out,Detroit CN
NS,170-##,1056,Danville,set out,and Detroit
NS,170-##,1453,Columbus Watkins Yard,set out,Columbus
NS,170-##,1453,Columbus Watkins Yard,pick up,Mansfield
NS,170-##,1453,Columbus Watkins Yard,pick up,Conway
NS,170-##,1966,Mansfield Oak Street Yard,set out,Mansfield
NS,170-##,1966,Mansfield Oak Street Yard,pick up,Conway
NS,376-##,1462,Louisville Buechel IM Terminal,set out,Louisville Buechel
NS,376-##,1462,Louisville Buechel IM Terminal,set out,Pick Up Colehour IM
NS,376-##,1132,Georgetown Delaplain Yard,set out,Bellevue
NS,376-##,1132,Georgetown Delaplain Yard,set out,Georgetown
NS,376-##,1132,Georgetown Delaplain Yard,set out,Detroit
NS,376-##,1132,Georgetown Delaplain Yard,pick up,Colehour IM
NS,376-##,1132,Georgetown Delaplain Yard,pick up,Cincinnati
NS,101-##,1043,Chattanooga Debutts Yard,pick up,Pine Bluff
NS,101-##,1914,Sheffield,pick up,Pine Bluff
NS,308-##,1276,Wentzville,pick up,Decatur
NS,308-##,1276,Wentzville,pick up,St Louis
NS,308-##,1276,Wentzville,pick up,St Louis Madison TRRA
NS,308-##,1277,St. Louis Luther Yard,set out,St Louis
NS,308-##,1277,St. Louis Luther Yard,set out,St Louis TRRA
NS,308-##,1277,St. Louis Luther Yard,pick up,Decatur Manifest
NS,18M-##,1386,Portsmouth,set out,Portsmouth
NS,18M-##,1386,Portsmouth,pick up,Crewe
NS,18M-##,1386,Portsmouth,pick up,Lynchburg
NS,18M-##,1298,Lynchburg,set out,Lynchburg
NS,18M-##,1298,Lynchburg,pick up,Crewe
NS,19K-##,1535,Lafayette East Yard,set out,Lafayette
NS,19K-##,1535,Lafayette East Yard,pick up,Decatur
NS,10N-##,1113,Detroit Warren,pick up,Bellevue Auto
NS,10N-##,1181,Detroit River Rouge Yard,pick up,Bellevue
NS,315-##,1367,Buffalo Bison Yard,set out,Buffalo
NS,315-##,1367,Buffalo Bison Yard,pick up,Bellevue Manifest
NS,315-##,1367,Buffalo Bison Yard,pick up,Bellevue Auto
NS,315-##,3107,Conneaut,pick up,Bellevue
NS,380-##,1279,Chicago Hegewisch,pick up,Bellevue Auto
NS,380-##,1963,Burns Harbor,pick up,Bellevue
NS,12R-##,2946,Rock Hill,set out,Rock Hill
NS,12R-##,2946,Rock Hill,pick up,Charlotte
NS,12R-##,1274,Charlotte NS,set out,Charlotte
NS,12R-##,1147,Linwood Spencer Yard,set out,Bellevue
NS,12R-##,1147,Linwood Spencer Yard,set out,Linwood
NS,12R-##,1147,Linwood Spencer Yard,pick up,Enola
NS,12R-##,1298,Lynchburg,set out,Lynchburg
NS,12R-##,1298,Lynchburg,pick up,Hagerstown
NS,12R-##,1297,Hagerstown Vardo Yard,set out,Hagerstown
NS,376-##,3526,Sharonville,set out,Bellevue
NS,116-##,3022,Marion NS,set out,Marion
NS,117-##,3022,Marion NS,pick up,Bellevue
NS,181-##,1381,Roanoke GM Yard,set out,Roanoke GM
NS,181-##,1887,Decatur Brush/East Yard,pick up,Voltz Parts
NS,181-##,1887,Decatur Brush/East Yard,pick up,Voltz Auto
NS,17A-##,1435,Memphis Harris Yard,set out,CN
NS,308-##,1276,Wentzville,pick up,Decatur
NS,308-##,1276,Wentzville,pick up,St Louis
NS,308-##,1276,Wentzville,pick up,St Louis Madison TRRA
NS,308-##,1277,St. Louis Luther Yard,set out,St Louis
NS,308-##,1277,St. Louis Luther Yard,set out,St Louis TRRA
NS,308-##,1277,St. Louis Luther Yard,pick up,Decatur IM
NS,308-##,1277,St. Louis Luther Yard,pick up,Decatur Manifest
NS,308-##,1342,Granite City Smith Yard,pick up,Decatur
NS,308-##,1342,Granite City Smith Yard,pick up,Conway
NS,311-##,1342,Granite City Smith Yard,set out,Granite City
NS,355-##,1806,Birmingham Norris Yard,set out,Birmingham
NS,355-##,1806,Birmingham Norris Yard,pick up,Livonia
NS,355-##,1806,Birmingham Norris Yard,pick up,New Orleans CN
NS,171-##,3869,Canton Yard,set out,Canton
NS,171-##,3869,Canton Yard,pick up,Columbus
NS,171-##,1453,Columbus Watkins Yard,set out,Columbus
NS,171-##,3526,Sharonville,pick up,Chattanooga
NS,171-##,1132,Georgetown Delaplain Yard,set out,Georgetown
NS,371-##,1042,Rome Forrestville Yard,set out,Rome Forrestville
NS,303-##,1091,Fostoria Blair Yard,set out,Fostoria
NS,303-##,1091,Fostoria Blair Yard,pick up,Fort Wayne
NS,303-##,1091,Fostoria Blair Yard,pick up,Elkhart
NS,303-##,1379,Fort Wayne East Yard,set out,Fort Wayne
NS,303-##,1379,Fort Wayne East Yard,pick up,Elkhart
NS,11K-##,1347,Newark Oak Island Yard,pick up,Conway
NS,11K-##,1347,Newark Oak Island Yard,pick up,Enola
NS,11K-##,1347,Newark Oak Island Yard,pick up,Allentown
NS,11K-##,1064,Allentown,set out,Enola
NS,11K-##,1064,Allentown,set out,Allentown
NS,11K-##,1064,Allentown,pick up,Conway
NS,11K-##,1064,Allentown,pick up,Elkhart
NS,11K-##,1913,Conway,set out,Conway
NS,11K-##,1913,Conway,pick up,Elkhart
NS,18M-##,1386,Portsmouth,pick up,Roanoke
NS,18M-##,1386,Portsmouth,pick up,Williamson
NS,18M-##,1386,Portsmouth,pick up,Bluefield
NS,18M-##,2088,Williamson,set out,Williamson
NS,18M-##,2088,Williamson,pick up,Roanoke
NS,18M-##,2500,Bluefield,set out,Bluefield
NS,18M-##,1173,Roanoke North Yard,set out,Roanoke
NS,18M-##,1298,Lynchburg,set out,Lynchburg
NS,18M-##,1298,Lynchburg,pick up,Crewe
NS,152-##,1912,Macon Brosnan Yard,set out,Macon
NS,152-##,1912,Macon Brosnan Yard,pick up,Chattanooga
NS,173-##,1043,Chattanooga Debutts Yard NS,set out,Chattanooga
NS,172-##,1132,Georgetown Delaplain Yard,set out,Georgetown
NS,172-##,1132,Georgetown Delaplain Yard,pick up,Detroit Autos
NS,172-##,1132,Georgetown Delaplain Yard,pick up,Frames
NS,172-##,1132,Georgetown Delaplain Yard,pick up,Detroit CP Auto
NS,172-##,1380,Fort Wayne Piqua Yard,pick up,Detroit
NS,11K-##,1347,Newark Oak Island Yard,pick up,Conway
NS,11K-##,1347,Newark Oak Island Yard,pick up,Allentown
NS,11K-##,1347,Newark Oak Island Yard,pick up,Elkhart
NS,11K-##,1064,Allentown,set out,Allentown
NS,11K-##,1064,Allentown,pick up,Conway
NS,11K-##,1064,Allentown,pick up,Elkhart
NS,11K-##,1913,Conway,set out,Conway
NS,11K-##,1913,Conway,pick up,Elkhart
NS,303-##,1091,Fostoria Blair Yard,set out,Fostoria
NS,303-##,1091,Fostoria Blair Yard,set out,Lima
NS,303-##,1091,Fostoria Blair Yard,pick up,Fort Wayne
NS,303-##,1091,Fostoria Blair Yard,pick up,Elkhart
NS,303-##,1379,Fort Wayne East Yard,set out,Fort Wayne
NS,303-##,1379,Fort Wayne East Yard,pick up,Elkhart
NS,18M-##,1386,Portsmouth,pick up,Bluefield
NS,18M-##,1386,Portsmouth,pick up,Williamson
NS,18M-##,1386,Portsmouth,pick up,Portlock
NS,18M-##,2088,Williamson,set out,Williamson
NS,18M-##,2088,Williamson,pick up,Roanoke
NS,18M-##,2500,Bluefield,set out,Bluefield
NS,18M-##,1173,Roanoke North Yard,set out,Roanoke
NS,18M-##,1298,Lynchburg,set out,Lynchburg
NS,18M-##,1298,Lynchburg,pick up,Crewe
NS,19K-##,1535,Lafayette East Yard,set out,Lafayette
NS,19K-##,1535,Lafayette East Yard,pick up,Decatur
NS,30N-##,1887,Decatur Brush/East Yard,set out,Detroit
NS,30N-##,1887,Decatur Brush/East Yard,set out,Decatur
NS,30N-##,1887,Decatur Brush/East Yard,pick up,Elkhart
NS,30N-##,1535,Lafayette East Yard,pick up,Elkhart
NS,170-##,1056,Danville,set out,Georgetown
NS,170-##,1056,Danville,set out,Detroit CN
NS,170-##,1056,Danville,set out,and Detroit
NS,170-##,1453,Columbus Watkins Yard,set out,Columbus
NS,170-##,1453,Columbus Watkins Yard,pick up,Mansfield
NS,170-##,1453,Columbus Watkins Yard,pick up,Conway
NS,170-##,1966,Mansfield Oak Street Yard,set out,Mansfield
NS,170-##,1966,Mansfield Oak Street Yard,pick up,Conway
NS,173-##,1043,Chattanooga Debutts Yard NS,set out,Chattanooga
NS,196-##,1455,Cincinnati Queensgate Yard,set out,Cincinnati
NS,196-##,1455,Cincinnati Queensgate Yard,set out,Decatur
NS,196-##,1455,Cincinnati Queensgate Yard,pick up,Fort Wayne
NS,345-##,1806,Birmingham Norris Yard,set out,Birmingham
NS,345-##,1806,Birmingham Norris Yard,pick up,Avondale UP
NS,345-##,1806,Birmingham Norris Yard,pick up,Houston Englewood
NS,345-##,1806,Birmingham Norris Yard,pick up,Meridian
NS,345-##,1680,Meridian NS Yard,set out,Meridian
NS,345-##,1680,Meridian NS Yard,pick up,Picayune
NS,345-##,3839,Picayune,set out,Picayune
NS,355-##,3839,Picayune,pick up,Livonia
NS,170-##,1056,Danville,set out,Danville
NS,170-##,1056,Danville,set out,Detroit CN
NS,170-##,1056,Danville,set out,and Detroit
NS,170-##,1453,Columbus Watkins Yard,set out,Columbus
NS,170-##,1453,Columbus Watkins Yard,pick up,Canton
NS,170-##,1453,Columbus Watkins Yard,pick up,Conway
NS,170-##,3869,Canton Yard,set out,Canton
NS,170-##,3869,Canton Yard,pick up,Conway
NS,15Q-##,1535,Lafayette East Yard,set out,Lafayette
NS,339-##,2348,McCalla,set out,McCalla
NS,116-##,3022,Marion NS,set out,Marion
NS,116-##,3022,Marion NS,pick up,Columbus
NS,18M-##,1386,Portsmouth,pick up,Bluefield
NS,18M-##,1386,Portsmouth,pick up,Williamson
NS,18M-##,1386,Portsmouth,pick up,Portlock
NS,18M-##,2088,Williamson,set out,Williamson
NS,18M-##,2088,Williamson,pick up,Roanoke
NS,18M-##,2500,Bluefield,set out,Bluefield
NS,18M-##,1173,Roanoke North Yard,set out,Roanoke
NS,18M-##,1298,Lynchburg,set out,Lynchburg
NS,18M-##,1298,Lynchburg,pick up,Crewe
NS,365-##,3785,Greenbrier,set out,Huntsville Auto
NS,364-##,3785,Greenbrier,pick up,Chattanooga Auto
NS,375-##,1132,Georgetown Delaplain Yard,set out,Georgetown
NS,375-##,1132,Georgetown Delaplain Yard,pick up,Louisville
NS,375-##,1268,Shelbyville,pick up,Louisville
NS,375-##,1462,Louisville Appliance Park,pick up,Louisville
NS,376-##,1462,Louisville Appliance Park,set out,Appliance Park
NS,376-##,1132,Georgetown Delaplain Yard,set out,Georgetown
NS,376-##,1132,Georgetown Delaplain Yard,set out,Detroit
NS,376-##,1132,Georgetown Delaplain Yard,pick up,Bellevue
NS,376-##,1132,Georgetown Delaplain Yard,pick up,Cincinnati
NS,376-##,2048,Cincinnati Gest St. Yard,set out,Elkhart
NS,376-##,2048,Cincinnati Gest St. Yard,set out,Cincinnati
NS,376-##,3526,Sharonville,set out,Bellevue
NS,376-##,3526,Sharonville,pick up,Louisville
NS,15Q-##,1535,Lafayette East Yard,set out,Lafayette
NS,18M-##,1386,Portsmouth,pick up,Bluefield
NS,18M-##,1386,Portsmouth,pick up,Williamson
NS,18M-##,1386,Portsmouth,pick up,Portlock
NS,18M-##,2088,Williamson,set out,Williamson
NS,18M-##,2500,Bluefield,set out,Bluefield
NS,18M-##,1173,Roanoke North Yard,set out,Roanoke
NS,18M-##,1298,Lynchburg,set out,Lynchburg
NS,18M-##,1298,Lynchburg,pick up,Crewe
NS,31A-##,1475,Reading Spring St. Yard,set out,Reading
NS,31A-##,1475,Reading Spring St. Yard,set out,Topton
NS,31A-##,1475,Reading Spring St. Yard,set out,Reading RBMN
NS,31A-##,1475,Reading Spring St. Yard,pick up,Enola
NS,30A-##,3371,Palmyra,set out,Hershey
NS,30A-##,3371,Palmyra,pick up,Allentown
NS,337-##,1454,Toledo Airline/Detroit Yard,set out,Toledo Airline
NS,337-##,1454,Toledo Airline/Detroit Yard,set out,Detroit Yard
NS,337-##,1454,Toledo Airline/Detroit Yard,pick up,Elkhart
NS,338-##,1454,Toledo Airline/Detroit Yard,set out,Toledo Airline
NS,338-##,1454,Toledo Airline/Detroit Yard,set out,Detroit
NS,338-##,1454,Toledo Airline/Detroit Yard,pick up,Bellevue
NS,350-##,1137,East Durham NS,set out,Durham
NS,350-##,1137,East Durham NS,pick up,Selma
NS,351-##,1137,East Durham NS,pick up,Greensboro
NS,351-##,1137,East Durham NS,pick up,Bellevue
NS,351-##,1137,East Durham NS,pick up,Roanoke
NS,11K-##,1347,Newark Oak Island Yard,pick up,Allentown
NS,11K-##,1347,Newark Oak Island Yard,pick up,Conway
NS,11K-##,1347,Newark Oak Island Yard,pick up,Elkhart
NS,11K-##,1064,Allentown,set out,Allentown
NS,11K-##,1064,Allentown,pick up,Conway
NS,11K-##,1064,Allentown,pick up,Elkhart
NS,304-##,1091,Fostoria Blair Yard,set out,Fostoria
NS,303-##,1091,Fostoria Blair Yard,pick up,Fort Wayne
NS,303-##,1091,Fostoria Blair Yard,pick up,Elkhart
NS,303-##,1379,Fort Wayne East Yard,set out,Fort Wayne
NS,303-##,1379,Fort Wayne East Yard,pick up,Elkhart
NS,308-##,1552,Mexico NS,pick up,St Louis
NS,308-##,1276,Wentzville,pick up,Decatur
NS,308-##,1276,Wentzville,pick up,St Louis
NS,308-##,1276,Wentzville,pick up,St Louis Madison TRRA
NS,308-##,1277,St. Louis Luther Yard,set out,St Louis
NS,308-##,1277,St. Louis Luther Yard,set out,St Louis TRRA
NS,308-##,1277,St. Louis Luther Yard,pick up,Decatur IM
NS,308-##,1277,St. Louis Luther Yard,pick up,Decatur Manifest
NS,308-##,1342,Granite City Smith Yard,pick up,Decatur
NS,308-##,1342,Granite City Smith Yard,pick up,Conway
NS,316-##,3107,Conneaut NS,set out,Conneaut
NS,316-##,1367,Buffalo Bison Yard,set out,Buffalo Manifest
NS,316-##,1367,Buffalo Bison Yard,set out,Auto
NS,316-##,1367,Buffalo Bison Yard,pick up,Binghamton
NS,131-##,3839,Picayune,pick up,Livonia UP
NS,171-##,3869,Canton Yard,set out,Canton
NS,171-##,3869,Canton Yard,pick up,Columbus
NS,171-##,1453,Columbus Watkins Yard,set out,Columbus
NS,171-##,3526,Sharonville,pick up,Chattanooga
NS,171-##,2048,Cincinnati Gest St. Yard,set out,Georgetown
NS,181-##,1381,Roanoke GM Yard,set out,Roanoke GM
NS,181-##,1535,Lafayette East Yard,pick up,UP KC Auto
NS,181-##,1887,Decatur Brush/East Yard,pick up,Voltz Parts
NS,181-##,1887,Decatur Brush/East Yard,pick up,Voltz Auto
NS,191-##,1932,Augusta NS Yard,set out,Augusta
NS,191-##,1932,Augusta NS Yard,set out,Savannah
NS,191-##,1932,Augusta NS Yard,pick up,Macon
NS,191-##,1932,Augusta NS Yard,pick up,Birmingham
NS,191-##,1912,Macon Brosnan Yard,set out,Chattanooga
NS,191-##,1912,Macon Brosnan Yard,set out,Macon
NS,191-##,1912,Macon Brosnan Yard,pick up,Birmingham Hazardous
NS,191-##,1912,Macon Brosnan Yard,pick up,Birmingham
NS,191-##,1912,Macon Brosnan Yard,pick up,Doraville
NS,191-##,1912,Macon Brosnan Yard,pick up,Atlanta
NS,191-##,1082,Atlanta Inman Yard,set out,Doraville
NS,191-##,1082,Atlanta Inman Yard,set out,Alanta
NS,191-##,1082,Atlanta Inman Yard,pick up,Birmingham
NS,337-##,1454,Toledo Airline/Detroit Yard,set out,Toledo Airline
NS,337-##,1454,Toledo Airline/Detroit Yard,set out,Detroit Yard
NS,337-##,1454,Toledo Airline/Detroit Yard,set out,Toledo AA
NS,337-##,1454,Toledo Airline/Detroit Yard,pick up,Elkhart
NS,339-##,2348,McCalla,set out,McCalla
NS,339-##,2348,McCalla,pick up,Laredo IM
NS,339-##,2348,McCalla,pick up,Shreveport IM
NS,344-##,1680,Meridian NS Yard,pick up,Birmingham
NS,379-##,1447,Columbus,set out,Columbus
NS,379-##,1447,Columbus,set out,CCH
NS,379-##,1447,Columbus,pick up,Birmingham
NS,318-##,1963,Burns Harbor,set out,Burns Harbor
NS,318-##,1963,Burns Harbor,pick up,Elkhart
NS,317-##,1963,Burns Harbor,set out,Burns Harbor
NS,317-##,1963,Burns Harbor,pick up,Kankakee
NS,122-##,2048,Cincinnati Gest St. Yard,set out,Cincinnati
NS,122-##,2048,Cincinnati Gest St. Yard,pick up,Decatur
NS,122-##,2048,Cincinnati Gest St. Yard,pick up,Frankfort
NS,122-##,3676,Frankfort NS,set out,Frankfort
NS,122-##,3676,Frankfort NS,pick up,Decatur
NS,122-##,1532,Lafayette South Yard,pick up,Decatur Manifest
NS,197-##,1056,Danville,pick up,Chattanooga
NS,170-##,1056,Danville,set out,Fort Wayne
NS,170-##,1056,Danville,set out,Detroit CN
NS,170-##,1056,Danville,set out,Detroit Oakwood
NS,170-##,1056,Danville,set out,Danvile
NS,170-##,1453,Columbus Watkins Yard,set out,Columbus
NS,170-##,1453,Columbus Watkins Yard,pick up,Canton
NS,170-##,1453,Columbus Watkins Yard,pick up,Conway
NS,170-##,3869,Canton Yard,set out,Canton
NS,170-##,3869,Canton Yard,pick up,Conway
NS,309-##,1342,Granite City Smith Yard,set out,Granite City
NS,308-##,1552,Mexico NS,pick up,St Louis
NS,308-##,1276,Wentzville,pick up,Decatur
NS,308-##,1276,Wentzville,pick up,St Louis
NS,308-##,1276,Wentzville,pick up,St Louis Madison TRRA
NS,308-##,1277,St. Louis Luther Yard,set out,St Louis
NS,308-##,1277,St. Louis Luther Yard,set out,St Louis TRRA
NS,308-##,1277,St. Louis Luther Yard,pick up,Decatur
NS,308-##,1277,St. Louis Luther Yard,pick up,Elizabeth Marine
NS,308-##,1277,St. Louis Luther Yard,pick up,Croxton
NS,308-##,1277,St. Louis Luther Yard,pick up,Rutherford
NS,308-##,1277,St. Louis Luther Yard,pick up,GCT Bayonne IM
NS,308-##,1277,St. Louis Luther Yard,pick up,Decatur Manifest
NS,308-##,1342,Granite City Smith Yard,pick up,Decatur
NS,308-##,1342,Granite City Smith Yard,pick up,Conway
NS,394-##,1912,Macon Brosnan Yard,pick up,Brunswick
NS,394-##,1912,Macon Brosnan Yard,pick up,Rosser
NS,11N-##,1064,Allentown,pick up,Conway Auto
NS,11N-##,1913,Conway,set out,Conway Auto
NS,11N-##,1913,Conway,pick up,Detroit Sterling
NS,11N-##,1913,Conway,pick up,Warren Auto
NS,11N-##,1048,Cleveland Rockport Yard,pick up,Toledo AA
NS,11N-##,1454,Toledo Airline Yard,set out,Toledo AA Auto
NS,188-##,1082,Atlanta Inman Yard,pick up,Georgetown Empty Autos
NS,188-##,1082,Atlanta Inman Yard,pick up,Detroit Oakwood Empty Autos
NS,188-##,1082,Atlanta Inman Yard,pick up,Elkhart
NS,394-##,1912,Macon Brosnan Yard,pick up,Brunswick
NS,394-##,1912,Macon Brosnan Yard,pick up,Rosser
NS,11N-##,1064,Allentown,pick up,Conway Auto
NS,11N-##,1913,Conway,set out,Conway Auto
NS,11N-##,1913,Conway,pick up,Detroit Sterling
NS,11N-##,1913,Conway,pick up,Warren Auto
NS,11N-##,1454,Toledo Airline Yard,set out,Toledo AA Auto
NS,19E-##,1205,Voltz,pick up,East Point
NS,19E-##,1205,Voltz,pick up,Jacksonville Westlake
NS,19E-##,1205,Voltz,pick up,Shelbyville Auto
NS,19E-##,3393,Moberly,set out,Moberly
NS,19E-##,1276,Wentzville,set out,Wentzville Auto
NS,19E-##,1276,Wentzville,pick up,East Point Auto
NS,19E-##,1277,St. Louis Luther Yard,set out,St Louis
NS,19E-##,1277,St. Louis Luther Yard,pick up,Jacksonville Westlake Auto
NS,19E-##,1268,Shelbyville,set out,Shelbyville
NS,19E-##,1268,Shelbyville,pick up,East Point
NS,19E-##,1268,Shelbyville,pick up,FEC
NS,19E-##,1268,Shelbyville,pick up,Commerce Jacksonville Westlake
NS,19E-##,1268,Shelbyville,pick up,Jacksonville Auto
NS,18E-##,1268,Shelbyville,set out,Shelbyville Autos
NS,18E-##,1268,Shelbyville,set out,Pick Up St Louis
NS,18E-##,1268,Shelbyville,set out,UP KC Auto
NS,18E-##,1277,St. Louis Luther Yard,set out,St Louis Auto
NS,18E-##,1277,St. Louis Luther Yard,pick up,UP KC
NS,18E-##,1277,St. Louis Luther Yard,pick up,UP KC Auto
NS,18E-##,3393,Moberly,pick up,UP KC
NS,18E-##,1205,Voltz,pick up,UP KC Auto
NS,11N-##,1064,Allentown,pick up,Conway Auto
NS,11N-##,1913,Conway,set out,Conway Auto
NS,11N-##,1913,Conway,pick up,Sterling Heights
NS,11N-##,1913,Conway,pick up,Warren Auto
NS,18E-##,1268,Shelbyville,set out,Shelbyville Autos
NS,18E-##,1268,Shelbyville,set out,Pick Up St Louis
NS,18E-##,1268,Shelbyville,set out,UP KC Auto
NS,18E-##,1277,St. Louis Luther Yard,set out,St Louis Auto
NS,18E-##,1277,St. Louis Luther Yard,pick up,UP KC
NS,18E-##,1277,St. Louis Luther Yard,pick up,UP KC Auto
NS,18E-##,1276,Wentzville,pick up,UP KC
NS,18E-##,1276,Wentzville,pick up,UP KC Auto
NS,18E-##,3393,Moberly,pick up,UP KC
NS,18E-##,1205,Voltz,pick up,UP KC Auto
NS,K99-##,1177,Manassas,set out,Manassas
NS,K38-##,2331,Conshohocken,set out,Conshohocken
NS,K95-##,1177,Manassas,pick up,Lynchburg
NS,C35-##,2220,Port Perry,set out,URR
NS,G11-##,1291,Sterling,pick up,Macon
NS,G02-##,3700,Barnesville,set out,Barnsville (CPR Thomaston GA)
NS,G09-##,3700,Barnesville,pick up,Macon
NS,G09-##,3701,Forsyth,pick up,Macon
NS,C07-##,2220,Port Perry,pick up,Conway
NS,P21-##,1130,North Charleston Port PR,set out,North Charleston PR
NS,C56-##,1436,Pittsburgh Pitcairn Intermodal Terminal,pick up,Conway
NS,C56-##,1436,Pittsburgh Pitcairn Intermodal Terminal,set out,Pitcairn
NS,V11-##,2254,Petersburg Broadway Yard,set out,Petersburg Broadway
NS,V11-##,2254,Petersburg Broadway Yard,pick up,Crewe
NS,A85-##,3785,Greenbrier,set out,IM
NS,A85-##,3785,Greenbrier,pick up,Huntsville IM
NS,P12-##,1929,Doraville Yard,pick up,Gainesville
NS,P12-##,1295,Gainesville NS,set out,Gainesville
NS,P11-##,1295,Gainesville NS,pick up,Birmingham
NS,P11-##,1295,Gainesville NS,pick up,Chattanooga
NS,P11-##,1295,Gainesville NS,pick up,Macon
NS,P11-##,1295,Gainesville NS,pick up,Doraville
NS,P11-##,1929,Doraville Yard,set out,Doraville
NS,P11-##,1929,Doraville Yard,set out,Macon
NS,P11-##,1929,Doraville Yard,set out,Birmingham
NS,P11-##,1929,Doraville Yard,set out,Chattanooga
NS,P24-##,2431,Maysville,pick up,Gainesville
NS,B68-##,2943,Toledo Sumner Street Yard,set out,Toledo Sumner
NS,L96-##,1594,Butler Steel Dynamics NS,set out,SDI
NS,L96-##,1594,Butler Steel Dynamics NS,pick up,Outbound NS
NS,L26-##,1647,Bellevue Moorman Yard,set out,Bellevue
NS,L26-##,1647,Bellevue Moorman Yard,pick up,Fremont
NS,B21-##,3077,Sandusky,set out,Sandusky
NS,B21-##,3078,Parkertown NS,pick up,Bellevue
NS,B21-##,3077,Sandusky,pick up,Bellevue
NS,L87-##,3567,Montpelier,set out,Train
NS,L87-##,3567,Montpelier,set out,Pick Up Holiday City
NS,B76-##,1113,Detroit Warren,set out,Detroit Warren
NS,H74-##,3371,Palmyra,set out,Hershey
NS,H74-##,3371,Palmyra,pick up,Allentown
NS,H73-##,1475,Reading Spring St. Yard,set out,Annville
NS,H73-##,1475,Reading Spring St. Yard,set out,Reading
NS,H73-##,1475,Reading Spring St. Yard,set out,Reading RBMN
NS,H73-##,1475,Reading Spring St. Yard,pick up,Enola
NS,E50-##,1137,East Durham NS,set out,Durham
NS,E50-##,1137,East Durham NS,pick up,Selma
NS,E51-##,1137,East Durham NS,pick up,Linwood
NS,E51-##,1137,East Durham NS,pick up,Greensboro
NS,E51-##,1137,East Durham NS,pick up,Bellevue
NS,E51-##,1137,East Durham NS,pick up,Roanoke
NS,A23-##,2113,Decatur Old Yard,pick up,Birmingham
NS,A23-##,2113,Decatur Old Yard,pick up,Sheffield
NS,H44-##,1475,Reading Spring St. Yard,pick up,Allentown
NS,T41-##,1837,Calhoun NS,pick up,Chattanooga
NS,T38-##,1837,Calhoun NS,set out,Calhoun
NS,B10-##,1963,Burns Harbor,set out,Gary
NS,B10-##,1963,Burns Harbor,pick up,Kankakee
NS,B16-##,1963,Burns Harbor,set out,Gary
NS,B16-##,1963,Burns Harbor,pick up,Elkhart
NS,D76-##,1324,E. St. Louis Coapman Yard,set out,Coapman
NS,D76-##,1324,E. St. Louis Coapman Yard,pick up,Granite City
NS,A23-##,2113,Decatur Old Yard,pick up,Birmingham
NS,A23-##,2113,Decatur Old Yard,pick up,Sheffield
NS,B76-##,1113,Detroit Warren,set out,Detroit Warren
NS,B76-##,1697,Detroit Livernois Yard,set out,River Rouge
NS,B37-##,1454,Toledo Airline/Detroit Yard,set out,Toledo Airline
NS,B37-##,1454,Toledo Airline/Detroit Yard,set out,Detroit Yard
NS,B37-##,1454,Toledo Airline/Detroit Yard,pick up,Elkhart
NS,B38-##,1454,Toledo Airline/Detroit Yard,set out,Toledo Airline
NS,B38-##,1454,Toledo Airline/Detroit Yard,set out,Detroit
NS,B38-##,1454,Toledo Airline/Detroit Yard,pick up,Bellevue
NS,H73-##,1475,Reading Spring St. Yard,set out,Reading
NS,H73-##,1475,Reading Spring St. Yard,set out,Topton
NS,H73-##,1475,Reading Spring St. Yard,set out,Reading RBMN
NS,H73-##,1475,Reading Spring St. Yard,pick up,Enola
NS,H74-##,3371,Palmyra,set out,Hershey
NS,H74-##,3371,Palmyra,pick up,Allentown
NS,H44-##,1475,Reading Spring St. Yard,pick up,Allentown
NS,B76-##,1697,Detroit Livernois Yard,set out,Livernois
NS,B76-##,1697,Detroit Livernois Yard,set out,River Rouge
NS,B76-##,1113,Warren Mound Road Yard,set out,Mound Road
